client_id,total_errors,total_successes
766856,0,1
766981,0,1
766994,1,1
767670,2,1
767696,0,1
768105,0,1
768381,1,1
768793,0,1
768936,0,1
769230,0,1
769431,0,1
769715,0,1
769765,1,0
770147,1,0
770591,1,0
770632,2,0
770810,0,1
771061,0,1
771114,1,0
771234,0,1
771778,0,1
771782,1,0
772441,0,1
772498,0,1
772562,1,0
772587,0,1
772872,1,1
772961,0,1
773274,0,1
773392,1,0
773462,0,1
773868,0,1
774098,0,1
774276,0,1
774565,2,0
774581,1,1
774703,0,1
775176,0,1
775603,1,1
775843,2,0
776137,0,1
776238,1,1
776242,0,1
777118,0,1
777716,0,1
777736,0,1
777737,0,1
777766,1,1
777859,0,1
777998,1,1
778067,0,1
778306,0,1
778534,0,1
778795,0,1
778886,0,1
779216,2,0
779244,1,0
779389,0,1
779520,1,0
779606,0,1
779691,1,0
780112,0,1
780376,2,0
780557,0,1
780723,0,1
781162,1,0
781302,1,0
781306,1,0
781384,1,0
781811,1,1
782164,2,0
782257,1,0
782399,1,0
782609,0,1
783094,2,1
783521,0,1
783788,2,0
783823,0,1
784015,2,0
784619,0,1
784880,0,1
784897,0,1
784901,1,0
784980,2,0
785135,0,1
785285,1,0
785447,1,0
785965,1,1
786321,0,1
786535,0,1
786681,0,1
786785,1,0
786840,1,1
786975,1,1
787036,1,1
787468,0,1
787475,0,1
787861,0,1
787956,1,1
789006,0,1
789016,1,0
789355,0,1
789614,0,1
789856,0,1
789860,1,0
790472,1,1
790615,1,0
790710,1,1
790935,0,1
790948,6,0
791007,2,0
791114,1,0
791333,1,0
791642,1,0
791775,0,1
791883,1,0
792110,1,1
792564,1,0
792775,0,1
792940,1,0
793199,0,1
793397,1,0
793692,0,1
793989,0,1
794595,0,1
794649,0,1
794705,1,0
794763,0,1
794844,0,1
794980,1,0
795203,0,1
795341,0,1
795509,1,1
795621,0,1
795682,0,1
796031,0,1
796372,1,0
796524,0,1
796776,1,0
797005,2,1
797007,0,1
797212,0,1
797239,1,0
797410,2,0
797911,2,1
798202,0,1
798375,0,1
798688,0,1
798716,1,1
798874,1,0
798999,0,1
799161,1,0
799503,1,0
799810,0,1
799901,0,1
800712,1,1
800754,1,0
800776,0,1
800827,0,1
800925,1,0
801206,0,1
801443,1,0
802023,0,1
802392,7,0
802406,0,1
802785,0,1
802797,1,0
803233,2,0
803476,4,0
803814,0,1
803868,0,1
804318,0,1
804448,1,0
804701,0,1
804894,0,1
805150,1,1
805761,2,0
805850,0,1
805889,2,1
805952,1,0
805960,2,0
806192,1,0
806404,0,1
806442,3,0
806488,1,0
806546,0,1
806792,0,1
806955,0,1
806960,0,1
807075,0,1
807085,0,1
807290,0,1
807316,2,1
807550,1,1
807572,0,1
807768,0,1
807898,0,1
808084,0,1
808085,0,1
808261,0,1
808498,1,0
808536,0,1
808729,0,1
808964,0,1
809012,0,1
809046,1,0
809082,0,1
809360,1,1
809426,0,1
809545,0,1
809578,0,1
809658,0,1
809835,0,1
809960,1,0
810575,0,1
810784,2,0
810930,0,1
811242,3,0
811637,1,0
812096,1,0
812425,0,1
812596,1,1
812775,1,0
812876,2,0
813443,1,0
813507,0,1
813789,1,0
814615,2,0
815158,0,1
815562,2,0
815724,1,0
815731,0,1
815790,1,0
815822,1,0
816165,2,1
816508,0,1
816509,2,0
816572,0,1
816595,0,1
816977,1,0
817200,0,1
817297,0,1
817310,0,1
817407,1,0
817525,0,1
817831,1,0
818084,0,1
818413,2,0
818487,0,1
818914,0,1
819230,1,0
819286,0,1
819412,0,1
819616,1,0
819730,0,1
819770,1,0
819839,0,1
819870,0,1
820255,0,1
820349,0,1
820519,1,1
820629,1,1
820928,2,0
820937,0,1
821422,0,1
821574,0,1
821604,0,1
821726,1,0
821836,0,1
822119,0,1
822123,1,0
822281,0,1
822313,0,1
822321,1,0
822741,0,1
823006,1,0
823084,1,0
823147,0,1
823482,0,1
823501,3,0
823538,0,1
823619,1,1
823726,0,1
823839,0,1
824375,0,1
824508,1,0
824604,0,1
824824,1,0
824914,0,1
824923,0,1
825006,0,1
825129,1,0
825443,0,1
825826,1,0
825852,1,0
826202,1,1
826235,1,0
826259,1,1
826542,1,1
826682,0,1
826807,0,1
827080,0,1
827141,1,1
827403,3,1
827472,0,1
828088,1,0
828166,0,1
828337,0,1
828566,1,0
828638,0,1
828776,0,1
828790,1,1
828854,1,0
829201,0,1
829482,0,1
829637,2,0
829855,0,1
829900,1,0
829902,0,1
829911,5,1
830066,2,0
830129,0,1
830971,0,1
831125,1,1
831379,0,1
831384,3,0
831546,0,1
831738,0,1
831819,0,1
832313,0,1
832777,0,1
834028,1,0
834551,0,1
834594,1,1
834626,1,0
834856,0,1
834893,0,1
835034,0,1
835607,1,1
835985,1,0
836164,0,1
836311,0,1
836422,0,1
836428,1,0
836976,1,1
836990,0,1
837151,1,1
837291,0,1
837349,1,1
837361,0,1
837611,1,0
837625,0,1
838364,1,1
838584,0,1
838619,1,1
838653,0,1
838750,0,1
839179,0,1
839368,1,0
839585,0,1
839800,2,0
840320,0,1
840501,0,1
840643,0,1
840838,0,1
841242,0,1
841486,0,1
841699,1,1
841738,0,1
841843,1,1
842059,0,1
842183,1,0
842266,1,1
842300,0,1
842319,0,1
842397,2,0
842497,0,1
842512,0,1
842569,1,1
843004,2,0
843090,1,0
843228,7,2
843249,2,0
843378,1,0
843403,1,0
843422,1,0
843468,1,0
843640,0,1
843805,0,1
844159,1,0
844162,1,1
844271,0,1
844566,0,1
844702,1,0
845163,1,0
845251,0,1
845310,1,0
845970,1,0
846051,2,0
846090,0,1
846205,1,1
846436,2,0
846806,2,0
846982,1,0
847220,0,1
847857,2,1
847990,2,0
848037,1,0
848198,1,0
848241,0,1
848289,1,0
848559,0,1
848570,0,1
848594,0,1
848688,3,1
848708,1,1
849489,0,1
849561,0,1
850828,0,1
851431,1,0
851453,2,0
851626,1,1
851703,0,1
851894,1,0
851930,0,1
852300,2,0
852615,0,1
852877,0,1
853071,0,1
853241,0,1
853358,1,0
853404,0,1
853541,0,1
853743,0,1
853948,1,1
854413,3,0
855532,1,0
855543,0,1
855556,0,1
855588,0,1
856311,1,0
856961,0,1
857051,1,0
857272,1,0
857273,2,1
857522,1,1
857556,0,1
858511,0,1
858693,1,1
858742,0,1
858812,0,1
859069,3,1
859078,2,0
859446,1,0
859795,0,1
859913,0,1
860265,1,0
860349,1,0
860470,3,0
860571,1,0
860745,5,0
860752,0,1
860831,1,1
861217,0,1
861269,2,0
861316,0,1
861392,0,1
861552,0,1
861720,0,1
861868,2,0
861889,0,1
861904,0,1
861973,0,1
862662,1,1
862722,2,0
862897,2,0
862906,1,0
863368,0,1
863407,0,1
863452,1,1
863580,1,0
863704,1,0
863963,1,1
864068,1,0
864074,0,1
864116,3,0
864158,1,0
864295,2,0
864378,0,1
864487,1,0
864721,1,1
865025,2,1
865459,1,0
865942,1,0
866133,0,1
866150,0,1
866292,1,1
866712,1,0
866794,1,1
867018,1,0
867202,1,0
867433,1,1
867469,1,1
867700,1,0
868124,0,1
868443,0,1
869520,0,1
869577,2,0
869773,2,0
869786,1,0
869837,0,1
869883,2,0
870195,1,0
870600,0,1
870732,1,0
870999,0,1
871185,0,1
871246,2,1
871456,0,1
871652,0,1
871796,0,1
872056,2,1
872083,1,0
872142,1,0
872464,0,1
872784,1,1
872869,1,0
872979,1,1
873040,1,1
873471,0,1
873622,1,0
873650,0,1
873869,1,0
873963,0,1
874566,1,1
874759,0,1
874769,2,0
874861,2,0
875055,1,0
875221,0,1
875259,1,1
875534,0,1
875915,1,1
875920,0,1
875936,1,0
876173,2,0
876235,0,1
876316,1,1
876785,0,1
877351,0,1
878114,0,1
878301,1,0
878355,1,0
878432,2,0
878571,1,1
878675,2,1
879034,0,1
879087,0,1
879099,0,1
879641,0,1
879664,0,1
879684,6,0
880523,0,1
880535,1,0
880925,0,1
881057,1,1
881186,1,0
881563,0,1
882025,1,0
882082,1,0
882086,0,1
882183,0,1
882187,2,0
882200,1,0
882354,0,1
882506,1,0
882612,1,1
882767,1,0
882939,1,0
882985,0,1
883011,0,1
883189,0,1
883254,0,1
883350,2,0
883426,0,1
883500,0,1
883739,1,0
883773,0,1
883820,1,0
884196,1,0
884588,0,1
884881,1,1
885564,0,1
885575,1,0
885589,0,1
886138,1,0
886185,0,1
886333,0,1
886616,0,1
886924,0,1
887021,0,1
887319,0,1
887550,2,0
887605,1,1
887670,1,0
887671,1,1
888119,0,1
888133,1,1
888529,0,1
888682,0,1
888738,0,1
888744,0,1
888809,0,1
888904,0,1
889211,0,1
889260,0,1
889271,0,1
889478,1,0
889630,3,0
889773,0,1
890263,0,1
890755,1,1
891230,5,0
891781,1,0
892186,1,0
892234,1,0
892783,1,0
892794,1,0
893202,1,0
893278,0,1
893384,0,1
893426,0,1
893635,1,0
893686,0,1
893856,0,1
893870,2,0
893876,0,1
893935,1,0
894813,1,1
895221,0,1
896369,0,1
896486,1,0
897243,0,1
897407,0,1
897477,0,1
897558,1,0
897598,0,1
897630,1,0
897752,1,0
898036,1,0
898290,1,0
898300,1,1
898595,0,1
898644,1,0
898792,1,0
898960,0,1
899327,0,1
899884,0,1
899958,0,1
900576,0,1
900681,2,1
902056,1,1
902073,0,1
902081,1,0
902294,1,1
902499,1,0
902895,1,0
903191,0,1
903339,1,0
903350,3,1
903457,1,0
903989,3,0
904007,1,1
904374,1,1
904409,1,0
904664,1,0
904711,0,1
904844,1,0
905077,1,0
905413,0,1
905532,0,1
905694,1,1
905755,0,1
906029,1,0
906255,1,0
906669,0,1
907457,1,0
907562,0,1
907878,2,0
907968,0,1
908061,2,0
908415,0,1
908517,1,1
908608,1,0
908643,1,0
908660,0,1
908709,0,1
908770,1,0
908772,2,0
908893,1,0
909050,1,1
909969,1,1
910263,2,0
910275,0,1
910415,1,0
910550,1,0
910872,2,0
910877,0,1
911208,0,1
911666,0,1
911823,1,0
911891,0,1
912455,1,0
912638,0,1
912673,0,1
912772,1,0
913109,1,0
913238,0,1
913446,0,1
913704,1,0
914160,0,1
914309,0,1
914638,1,0
914747,2,0
914926,0,1
915256,1,0
915274,0,1
915300,2,1
915511,0,1
915584,5,1
915892,0,1
916018,1,0
916366,0,1
916483,0,1
917202,2,1
917269,0,1
917338,3,0
917800,0,1
918053,1,1
918073,0,1
918104,1,0
918418,1,0
918457,1,0
918500,0,1
918538,0,1
918615,1,1
918996,1,1
919048,0,1
919081,1,1
920103,1,1
920466,1,0
921574,2,0
921907,0,1
922098,0,1
922639,1,0
922832,1,0
923066,0,1
923946,0,1
924425,1,0
924580,1,0
924852,0,1
924916,0,1
924947,1,0
925081,0,1
925305,0,1
925323,0,2
925413,2,0
925707,0,1
925783,2,0
926432,1,1
926522,1,0
926593,0,1
926697,2,0
926737,0,1
927353,1,0
927407,1,0
927516,0,1
927541,2,1
927661,0,1
927703,0,1
927899,0,1
928070,1,0
928125,0,1
928205,0,1
928670,0,1
928927,1,1
929038,1,1
929152,1,0
929347,2,1
929350,0,1
929509,1,0
929741,0,1
930021,1,1
930347,0,1
930489,1,1
930596,2,1
931254,0,1
931561,0,1
931636,2,0
931686,1,0
931714,1,0
932193,1,0
932489,1,0
933031,0,1
933462,0,1
933538,0,1
933636,0,1
933717,1,0
934229,0,1
934442,0,1
934487,0,1
934584,0,1
934609,2,0
934840,0,1
934958,1,0
935909,0,1
935940,3,1
935970,0,1
936490,1,0
936505,0,1
936595,0,1
936963,0,1
937647,0,1
937877,3,1
937927,0,1
937991,1,0
938088,2,0
938227,0,1
938268,1,2
938393,1,0
938655,1,0
938741,0,1
938858,0,1
938970,0,1
939103,1,1
939298,0,1
939325,0,1
939540,0,1
940063,0,1
940064,1,1
940098,3,0
940136,1,1
940157,1,0
940211,0,1
940664,0,1
940850,1,1
941279,0,1
941284,1,1
941913,0,1
941935,0,1
942272,1,1
942896,1,1
943003,1,0
943015,1,0
943088,1,0
943335,1,0
943655,1,0
943763,1,0
943794,1,0
943955,0,1
944052,0,1
944089,2,0
944222,1,1
944227,1,0
945109,1,0
945176,1,0
945249,1,0
945455,1,0
945979,0,1
946169,0,1
946577,2,1
946828,0,1
947050,1,0
947167,2,0
947221,0,1
947529,0,1
947738,1,0
947825,1,0
948823,0,1
948941,1,1
948952,0,1
949210,2,0
949250,1,0
949577,1,0
949880,1,0
950138,1,1
950296,1,0
951158,0,1
951327,0,1
951910,1,1
952223,0,1
952435,0,1
952439,1,0
952673,1,1
952747,0,1
953023,0,1
953053,0,1
953368,1,1
953375,0,1
953654,1,0
953658,1,1
953722,0,1
953744,1,0
954023,2,1
954858,1,1
955190,0,1
955207,2,0
955346,1,0
955510,0,1
955795,1,0
955836,1,0
955922,0,1
956129,0,1
956435,0,1
956460,0,1
956630,0,1
956673,3,0
957006,1,0
957204,0,1
957273,0,1
957328,0,1
957488,2,0
957541,1,0
957724,0,1
958011,0,1
958145,1,0
958379,0,1
958866,1,0
959030,1,0
959075,0,1
959156,0,1
959159,0,1
959466,1,1
960156,0,1
960361,0,1
960388,0,1
960463,1,0
960482,0,1
960580,0,1
960724,1,1
960818,1,1
961187,1,0
961681,1,0
962154,0,1
962198,0,1
962255,0,1
962487,1,0
962572,0,1
963061,0,1
963164,1,0
963331,1,0
963427,0,1
963874,0,1
963965,1,1
964325,0,1
964596,1,0
965093,0,1
965179,1,0
965239,0,1
965266,0,1
965283,2,0
965579,1,0
965804,0,1
965832,1,0
965865,1,0
965885,0,1
966122,1,0
966341,0,1
966372,0,1
966641,0,1
966894,1,1
966927,0,1
967001,0,1
967459,0,1
967521,1,0
967593,0,1
967893,1,0
967923,1,0
968323,0,1
968652,1,0
969174,1,0
969338,1,0
969440,0,1
969629,0,1
969981,0,1
970062,1,0
970290,0,1
970695,0,1
971116,0,1
971149,1,0
971242,1,1
971468,0,1
971530,0,1
971542,0,1
971597,1,1
971751,0,1
971861,2,1
972193,2,0
972441,5,1
972585,0,1
972596,0,1
972666,1,1
973461,2,1
973686,1,0
973942,1,0
974276,0,1
974323,0,1
974365,0,1
974891,0,1
975117,1,0
975661,0,1
975686,0,1
975743,1,1
975772,0,1
975800,0,1
975818,0,1
975989,1,0
976192,1,1
976546,4,1
977176,1,0
977189,0,1
977193,0,1
977939,0,1
978067,0,1
978584,1,0
978612,0,1
978616,1,0
979164,1,1
979208,0,1
979440,1,0
979484,0,1
979630,0,1
979778,2,0
980310,0,1
980423,1,0
980630,0,1
981261,1,0
981314,2,0
981679,0,1
981888,0,1
981961,0,1
982129,0,1
982273,1,0
982290,0,1
982360,0,1
982456,0,1
982870,0,1
982995,1,0
983062,0,1
983088,2,1
983122,1,0
983319,0,1
983416,2,0
983454,3,0
984330,1,0
984456,1,0
984526,1,1
984576,1,1
984646,0,1
984993,0,1
985046,0,1
985074,0,1
985404,2,0
985481,1,1
985546,0,1
985843,0,1
985864,1,0
985881,0,1
985965,1,0
986002,1,0
986196,0,1
986219,3,0
986222,0,1
986278,0,1
986308,1,0
986678,0,1
986882,3,0
987364,0,1
987596,3,0
987843,0,1
987879,2,0
987970,1,1
988635,3,0
988731,0,1
989483,0,1
989686,1,1
989875,0,1
989958,1,0
990120,0,1
990728,4,0
990815,2,0
990903,0,1
991266,1,1
991383,0,1
991771,0,1
991869,0,1
992452,1,1
992511,0,1
992767,0,1
992924,0,1
993253,0,1
993338,0,1
993631,1,1
993682,2,0
993861,1,0
994090,1,0
994100,0,1
994250,0,1
994588,1,0
994861,1,0
995002,1,0
995004,0,1
995182,2,0
995510,1,0
995709,2,0
995753,1,1
995889,2,1
996578,0,1
996857,2,0
997167,1,0
997399,1,1
997518,1,0
997642,1,0
997697,0,1
997742,0,1
998143,0,1
998429,1,0
998606,0,1
998717,1,1
998727,0,1
998998,1,1
999095,0,1
999403,0,1
999541,0,1
1000062,0,1
1000353,0,1
1000536,1,1
1000672,0,1
1001101,2,1
1001135,1,1
1001161,1,1
1001212,0,1
1001339,1,1
1001731,1,0
1001849,1,0
1002001,0,1
1002004,2,1
1002041,0,1
1002215,1,0
1002294,2,0
1002662,1,0
1002842,0,1
1002905,1,1
1003061,0,1
1003083,0,1
1003184,0,1
1003756,1,0
1004456,1,1
1004478,0,1
1004503,0,1
1005225,1,0
1005952,0,1
1006084,0,1
1006286,2,0
1006425,0,1
1006430,1,0
1006456,1,0
1006981,0,1
1007016,2,0
1007207,1,0
1007551,0,1
1007556,0,1
1007748,3,0
1008127,1,1
1008151,1,0
1008228,0,1
1008245,0,1
1008297,2,0
1008407,0,1
1008574,1,0
1008887,2,0
1009021,0,1
1009045,1,0
1009318,1,0
1009461,1,1
1009911,1,0
1010276,0,1
1011046,0,1
1011140,1,1
1011173,1,0
1011263,1,0
1011301,1,0
1011388,0,1
1011862,2,0
1011923,2,0
1011972,0,1
1012168,1,0
1012399,1,1
1012423,3,1
1012445,0,1
1013029,1,0
1013311,1,1
1013414,2,1
1013448,1,1
1013661,2,0
1013676,0,1
1014319,1,0
1014343,0,1
1014410,0,1
1014761,0,1
1014843,1,0
1015109,0,1
1015179,0,1
1015208,1,0
1015227,0,1
1015298,0,1
1015395,2,1
1015574,0,1
1015744,3,0
1016073,1,1
1016171,1,0
1016217,0,1
1016444,2,1
1016968,1,0
1017424,1,1
1017730,0,1
1018270,0,1
1018307,0,1
1018410,0,1
1019416,0,1
1019589,0,1
1019766,0,1
1020604,0,1
1020634,0,1
1020725,2,0
1020743,0,1
1020761,1,1
1020828,1,1
1020887,0,1
1021314,1,1
1021747,2,0
1021867,1,1
1021986,1,0
1022124,1,0
1022220,1,0
1022510,0,1
1022555,3,0
1022723,2,1
1022744,0,1
1023056,1,0
1023316,0,1
1023362,2,0
1023460,0,1
1023699,0,1
1024113,0,1
1024220,0,1
1024268,0,1
1024486,1,0
1024896,1,0
1024898,2,0
1025015,1,0
1025180,1,1
1025369,1,0
1025414,0,1
1025467,1,0
1025577,0,1
1025595,1,1
1025703,0,1
1025949,2,1
1026120,3,1
1026177,0,1
1026701,1,0
1027595,0,1
1027831,0,1
1027952,0,1
1027958,0,1
1027971,0,1
1028416,2,1
1028493,2,0
1028720,0,1
1029090,1,1
1029502,1,1
1029878,1,0
1029986,0,1
1029999,2,0
1030203,1,1
1030222,0,1
1031166,1,1
1031274,0,1
1031601,1,0
1031663,0,1
1031921,1,0
1032410,1,1
1032721,0,1
1033134,0,1
1033552,0,1
1033609,0,1
1033745,1,0
1033853,2,0
1033888,0,1
1033902,2,0
1033915,0,1
1034218,3,1
1034465,0,1
1034855,0,1
1035107,0,1
1035115,1,0
1035196,1,0
1035211,0,1
1035291,3,0
1036271,1,0
1036396,2,0
1036929,0,1
1036960,1,1
1037038,1,1
1037226,2,1
1037251,4,0
1037427,1,1
1037841,2,1
1037867,1,1
1038164,3,0
1038502,2,0
1038536,1,0
1038609,1,0
1038683,1,0
1038746,2,0
1038898,0,1
1039176,1,0
1040359,0,1
1040471,0,1
1041248,0,1
1041265,1,0
1041338,3,0
1041695,0,1
1041929,1,0
1041930,1,0
1042147,0,1
1042347,1,0
1042593,1,0
1042799,0,1
1042803,1,0
1042806,0,1
1043374,1,0
1043717,0,1
1043949,0,1
1043977,1,0
1044073,1,0
1044199,1,1
1044267,3,0
1044443,1,1
1044633,0,1
1044736,0,1
1044928,3,0
1045441,1,0
1045632,0,1
1045793,0,1
1045820,1,1
1046045,0,1
1046160,1,1
1046182,1,0
1046276,0,1
1046468,1,0
1046539,0,1
1046915,0,1
1047370,1,0
1047671,2,0
1048065,1,0
1048239,0,1
1048676,2,0
1048888,0,1
1049315,1,1
1049809,1,0
1050296,0,1
1050592,1,0
1050966,0,1
1051082,1,0
1051156,1,0
1051166,0,1
1051377,1,1
1051611,0,1
1051623,1,0
1051820,0,1
1051883,2,0
1052179,0,1
1052576,1,0
1052702,0,1
1052802,0,1
1052899,0,1
1053029,1,1
1053249,2,0
1053587,1,0
1053696,0,1
1054668,0,1
1054786,2,0
1054916,0,1
1054921,1,0
1055254,0,1
1055299,1,0
1055796,1,0
1056528,1,1
1056689,0,1
1056722,0,1
1056736,1,0
1056766,0,1
1056837,1,0
1057253,0,1
1057345,1,0
1057570,1,0
1057612,0,1
1057707,2,1
1057837,1,0
1058163,0,1
1058509,0,1
1058810,1,0
1058914,1,1
1059370,0,1
1059481,0,1
1059537,1,0
1059724,0,1
1059936,1,0
1060169,0,1
1060354,3,1
1060628,0,1
1060653,0,1
1060676,1,0
1060842,1,1
1060955,1,0
1060988,1,0
1061120,0,1
1061161,5,0
1061300,0,1
1061310,0,1
1061430,0,1
1061543,1,0
1061800,1,0
1062412,0,1
1062464,1,1
1062473,0,1
1062544,1,0
1062722,0,1
1062737,2,1
1062828,0,1
1063395,0,1
1063936,1,0
1064246,1,0
1064476,0,1
1064624,0,1
1064690,1,1
1064769,1,1
1064795,1,1
1064850,0,1
1065037,0,1
1065324,1,1
1065421,0,1
1066044,1,0
1066132,2,0
1066226,1,0
1066661,0,1
1066894,1,0
1067041,0,1
1067325,2,0
1067510,0,1
1067579,0,1
1068345,2,0
1068441,1,0
1068491,1,1
1068616,1,1
1068855,1,0
1070909,1,1
1070949,0,1
1071253,2,0
1071368,1,0
1071976,0,1
1072043,0,1
1072044,1,1
1072312,1,1
1072592,3,0
1072778,1,0
1072831,1,0
1072927,1,0
1072983,0,1
1072995,1,1
1073661,0,1
1073670,0,1
1074001,0,1
1074213,0,1
1074528,0,1
1074578,0,1
1074757,0,1
1075066,0,1
1075238,0,1
1075256,0,1
1075613,1,0
1076354,3,1
1076454,1,1
1076459,0,1
1076556,0,1
1076673,0,1
1076900,1,0
1077064,2,1
1077479,0,1
1077506,0,1
1077656,1,0
1077660,0,1
1077700,1,0
1078275,0,1
1078722,1,0
1078809,1,0
1078850,0,1
1079175,0,1
1079220,0,1
1079617,0,1
1079786,0,1
1080489,1,1
1080562,1,0
1081002,0,1
1081195,2,0
1081382,1,0
1081417,1,0
1081771,0,1
1081847,1,1
1082499,1,0
1082833,0,1
1083032,0,1
1083547,2,0
1083647,0,1
1083793,1,0
1084286,0,1
1084969,0,1
1085358,1,0
1085528,0,1
1085682,1,0
1085768,0,1
1086000,0,1
1086941,0,1
1087085,0,1
1087096,0,1
1087333,3,0
1087634,0,1
1087710,0,1
1087732,1,0
1087862,0,1
1088201,0,1
1088213,0,1
1088380,0,1
1088466,0,1
1088644,1,0
1088728,0,1
1088932,0,1
1089084,0,1
1089344,1,0
1089374,1,0
1089784,0,1
1089812,1,0
1090208,1,0
1090478,0,1
1090770,1,0
1090782,1,0
1091222,1,0
1091527,0,1
1091552,1,1
1091725,1,0
1091911,0,1
1092660,0,1
1092703,1,1
1092899,1,0
1093152,1,1
1093520,0,1
1093974,1,0
1094461,1,0
1094746,1,0
1095055,2,1
1095148,3,1
1095432,2,1
1095564,1,1
1095601,1,0
1096180,2,0
1096215,0,1
1096393,1,0
1096427,0,1
1096581,1,0
1096862,1,1
1096870,1,0
1096880,1,0
1096936,0,1
1097069,0,1
1097264,0,1
1097270,0,1
1097747,1,1
1098357,0,1
1098398,1,0
1098615,1,0
1098795,1,0
1099280,1,0
1099815,1,0
1100138,1,0
1100496,1,0
1100799,2,0
1100947,0,1
1100966,0,1
1101193,1,0
1101382,2,0
1101454,0,1
1101457,0,1
1101682,0,1
1101942,2,0
1101969,2,0
1102067,0,1
1102283,0,1
1102877,0,1
1102968,1,0
1103375,0,1
1103735,1,1
1103830,0,1
1104279,0,1
1104326,0,1
1104367,0,1
1104401,0,1
1104755,1,0
1104757,0,1
1104795,0,1
1105016,1,0
1105128,2,0
1105200,1,0
1105355,0,1
1105404,1,0
1105924,1,0
1106136,2,1
1106203,3,0
1106303,0,1
1106355,0,1
1106518,2,0
1106634,0,1
1106643,1,1
1107033,0,1
1107063,1,0
1107139,0,1
1107288,0,1
1107791,1,0
1107897,0,1
1107994,1,0
1108090,1,1
1108147,1,0
1108668,1,0
1108747,1,0
1109184,0,1
1109236,0,1
1109289,2,1
1109486,1,1
1109566,0,1
1109597,0,1
1110116,1,1
1110284,1,0
1110311,0,1
1110622,0,1
1110805,0,1
1110987,0,1
1111086,0,1
1111442,0,1
1111449,2,0
1111595,0,1
1112135,2,0
1112209,1,1
1112343,0,1
1112588,0,1
1113377,0,1
1113707,0,1
1113720,1,0
1113765,0,1
1113976,1,1
1114136,1,0
1114139,0,1
1114434,0,1
1114749,1,1
1114916,1,1
1114974,0,1
1115010,2,0
1115147,0,1
1115246,0,1
1115525,0,1
1115553,0,1
1115570,0,1
1115767,2,0
1115902,0,1
1115913,1,0
1116027,1,1
1116215,1,0
1116381,0,1
1116542,1,1
1116619,1,1
1116710,0,1
1116906,0,1
1117004,1,1
1117521,0,1
1117619,0,1
1117967,0,1
1118126,0,1
1118533,2,1
1118542,0,1
1118571,0,1
1118699,1,0
1118805,2,0
1118953,0,1
1119039,1,0
1119544,0,1
1119681,1,1
1119940,1,0
1120173,1,1
1120339,1,0
1120421,0,1
1120449,0,1
1120647,0,1
1120773,3,0
1120801,1,0
1120859,2,1
1121524,1,0
1121613,0,1
1121736,0,1
1121924,0,1
1122145,1,0
1122430,1,1
1122709,0,1
1122853,0,1
1123070,0,1
1123411,1,0
1123726,0,1
1124141,1,0
1124273,0,1
1124374,0,1
1124900,0,1
1124939,1,0
1125026,1,0
1125601,0,1
1125691,1,0
1125696,2,1
1126062,2,1
1126073,1,0
1126201,1,0
1126310,0,1
1126311,1,1
1126811,0,1
1126962,0,1
1126971,1,0
1127215,2,0
1127362,0,1
1127966,0,1
1127989,1,0
1128333,0,1
1128550,0,1
1128575,0,1
1128925,0,1
1129035,1,1
1129041,0,1
1129306,0,1
1129748,0,1
1129766,1,0
1129989,4,0
1130005,0,1
1130170,0,1
1130281,0,1
1131259,1,0
1131270,0,1
1131352,0,1
1131564,0,1
1131700,1,0
1131760,0,1
1131969,1,1
1132005,1,1
1132034,3,0
1132302,1,1
1132380,0,1
1132783,1,0
1132831,0,1
1132903,1,0
1133006,0,1
1133121,1,0
1133440,1,1
1133592,0,1
1133720,0,1
1134193,0,1
1134270,1,0
1134384,2,0
1134427,0,1
1134563,1,0
1135081,1,1
1135157,1,0
1135385,1,0
1135485,0,1
1135517,1,1
1135521,0,1
1135759,1,1
1135785,0,1
1135842,1,0
1136364,1,1
1136521,0,1
1136755,3,0
1136796,1,0
1136850,2,1
1136898,2,1
1137042,0,1
1137754,0,1
1137794,0,1
1137924,0,1
1138213,1,0
1138318,2,0
1138371,1,0
1138609,0,1
1138735,3,0
1139245,0,1
1139286,0,1
1139394,3,0
1139631,0,1
1139805,2,0
1139906,1,0
1140540,1,1
1140618,0,1
1140645,2,1
1141025,0,1
1141272,1,0
1141280,2,1
1141867,0,1
1142049,1,1
1142314,0,1
1142370,0,1
1142512,1,0
1142574,4,0
1142598,0,1
1143145,1,1
1143392,2,0
1143562,1,0
1144410,0,1
1144495,2,0
1144836,0,1
1145098,0,1
1145173,1,0
1145419,0,1
1145797,1,0
1145881,1,0
1146114,0,1
1146189,0,1
1146272,0,1
1146418,1,0
1146673,1,0
1146699,0,1
1146708,0,1
1146828,1,0
1146836,1,0
1147026,1,0
1147028,0,1
1147258,0,1
1147651,1,0
1147806,0,1
1147840,0,1
1147875,0,1
1148153,0,1
1148217,1,0
1148502,1,0
1148508,2,0
1148648,1,0
1148774,2,0
1149016,0,1
1149058,0,1
1149257,0,1
1149337,0,1
1149636,1,0
1149706,2,0
1149886,0,1
1149947,1,1
1150052,0,1
1150259,0,1
1151093,0,1
1151116,0,1
1151298,1,1
1151722,1,0
1151820,0,1
1152097,1,1
1152171,0,1
1152348,1,0
1152603,1,0
1152607,1,0
1153028,0,1
1153172,0,1
1153234,1,0
1153300,1,1
1153323,0,1
1153442,1,1
1153686,1,0
1153740,1,0
1154031,0,1
1154161,1,0
