client_id,visit_id,variation,minutes_spent
407327,887686146_54238856379_530699,control,6
1266717,473868471_56105211482_825950,control,6
2806397,466316026_28072861707_236119,control,6
403735,202827163_76574496010_621568,test,6
4714871,729172855_26170163063_901852,test,6
9263432,311857928_65254494700_583534,control,6
8927886,186456840_25745196988_634729,test,6
865025,226409951_29419504206_510678,control,6
2623324,928611720_96854569938_867444,control,6
4653962,212200908_79340898888_814134,test,6
2648130,389786569_8101969298_403976,test,6
3914767,280974683_58729054412_368552,control,6
3907235,290097846_8888010247_671766,control,6
3730863,26167499_26885148728_653757,control,6
2782820,235125387_58185106372_615128,control,6
2853271,430899186_71240051686_948520,control,6
4816873,270769405_21324295184_110708,control,6
6031907,830588202_78840716629_953483,control,6
5691316,841898849_51067495128_585430,test,6
8601093,806655798_34871742773_850183,test,6
2368346,300267205_77064152870_76129,test,6
5642056,233963557_60983186279_549511,test,6
7836881,999312081_2788701508_538170,control,6
2748394,848722951_64097246197_976058,test,6
5680443,229015961_62073290768_402323,control,6
1484555,604719530_70690959798_291826,test,6
4590720,175644099_70315616979_988268,control,6
5512076,984823727_99516974608_639681,test,6
511678,299747504_20418795781_443328,test,6
6448518,856286680_87306507878_55547,control,6
786975,608871580_14238746418_622864,test,6
3237999,231440423_2976802670_650442,test,6
9009242,497435826_54389162811_920615,control,6
997697,7598317_30818381126_662477,control,6
2524845,646644108_38379684437_339437,control,6
3398348,274848292_79048291629_484353,test,6
195446,962799281_85805343885_761237,control,6
5080645,563233936_86684790501_952466,control,6
2533841,478699394_56110515601_268282,control,6
453288,368957409_39862016712_429958,test,6
6380570,258252122_49018724906_361951,test,6
5541301,703377170_66379044046_443345,test,6
1672165,643735407_59477612105_866578,test,6
3330070,778838865_67225111288_37285,control,6
4562463,216343504_61632662672_459815,control,6
7164954,845803193_35884308734_746111,test,6
2801144,754724867_58215662880_305532,test,6
8309245,458141034_60697832918_905554,test,6
8665449,942139284_52807791006_200010,test,6
7151751,204184077_11257571234_780398,control,6
5223892,741475010_58588077662_853043,control,6
3755150,735042726_97218770900_798549,test,6
7822809,488241897_69954862065_138484,control,6
5648355,383097666_241368490_862359,test,6
6488651,486323723_41423486495_773266,control,6
1331081,193338901_68943527904_599609,control,6
3781865,545384654_33634223474_92448,control,6
1238954,391963534_83582746292_126778,test,6
2287462,237930792_3874836714_575041,test,6
5277910,706872300_70338726354_378272,test,6
7455554,114701606_67508249321_302911,test,6
9871603,32795568_40118065223_156239,test,6
9929565,455237900_2231217653_780614,test,6
1723024,272533784_42322413890_794402,control,6
7170156,369851385_87900869432_263965,control,6
7333123,628101908_42590496383_607269,control,6
3580416,759794331_79992797221_950751,test,6
2257004,788015087_32289078340_555417,test,6
5342345,779045902_34230218965_905575,control,6
5664283,305248028_9635325291_323258,test,6
4216889,518800488_4711815528_718352,test,6
3329377,453741433_78581806143_172300,control,6
3607797,107405670_56974328889_420437,test,6
2422256,863838851_33441682597_125245,control,6
6616931,373316343_38880041434_41030,test,6
8630873,450430362_76417925916_482656,control,6
7358299,396006471_64534056853_221149,test,6
7570180,480792677_98350298921_861140,test,6
8329247,110766351_48443200737_752028,control,6
3826360,751123377_78761588697_865047,control,6
6521044,740718438_16645592277_690912,control,6
5872898,606589944_78866513790_876427,test,6
4162111,412784087_29566160898_428750,test,6
3109687,597579283_51370253739_886943,test,6
4735442,244691577_1038197414_987097,control,6
1523427,571119250_82764864509_883667,control,6
4690774,783369000_34122575094_650835,test,6
7281456,68894784_94803548829_389557,test,6
4058793,689743886_15307943715_518217,control,6
4198807,66603951_4911059117_968924,test,6
8820,784948529_13451538908_450982,test,6
9137627,383641012_70953520516_94348,control,6
3246756,327600613_15539058990_771779,control,6
6313228,684138135_38488760608_358682,test,6
7752289,993040688_65023832726_801848,control,6
70576,779440790_40168617414_320784,test,6
7159996,926785208_84229024545_886571,control,6
9894786,542328453_19320753017_558557,control,6
3346525,638164511_21681926720_449862,test,6
3076584,299585857_29887510790_795750,control,6
342070,986237603_68359807137_52201,test,6
7731901,711049629_59689117728_275032,control,6
7297592,196440146_96539662329_118289,test,6
5667764,527621111_15751999388_96717,control,6
4928575,60251836_36310262897_793705,test,6
49709,3731154_65856220759_887634,test,6
6750249,668259153_25349215669_635895,test,6
4699965,356714211_29747757662_156297,control,6
6401406,264975289_35622947807_395614,test,6
9217251,284034981_57251005608_543639,control,6
8716367,61685174_29625929657_344573,test,6
6129891,968988188_32783044379_516720,test,6
3157076,643232426_48404661253_548963,test,6
8521030,656401039_21345281716_942489,test,6
2468846,854746661_97190035944_894087,control,6
4850878,597505992_68251993236_478995,control,6
9840868,542211035_11877654296_20455,control,6
6848132,326030008_11874206090_879119,test,6
7702264,408081972_22805390383_844958,control,6
3754992,545754365_66532067206_236970,test,6
9442227,930723719_40672958911_13539,control,6
5796110,534869146_5646705528_36074,control,6
6978184,219065818_31195931507_901837,control,6
7851852,634125486_18059156516_326636,test,6
1750217,147997073_4222418262_683727,control,6
6649803,383642704_39445262365_742735,control,6
610338,14658630_11709559189_497321,test,6
2547974,716836451_40837569483_313783,test,6
9268742,581454641_99193779401_755840,control,6
3159251,65044317_88595514105_208110,test,6
9224100,407878795_54524608668_807414,test,6
8576259,523804225_63282113890_783099,control,6
1453196,296840246_48321106673_716398,control,6
6284860,66620027_42969106096_670546,control,6
6275502,580108133_87115143839_195331,control,6
6011700,881989648_53430429854_176799,test,6
1490700,724261753_54011285199_192541,control,6
4359068,210621492_66828463850_366131,control,6
2177139,52429659_63046314987_204378,test,6
1703992,270992838_11758777313_598421,test,6
2177139,724696086_98159016237_691912,test,6
6725650,957561989_77732667483_104003,control,6
9275573,40745190_83304178232_450966,test,6
8446688,609840062_11741709817_28035,test,6
6207986,64585712_3582836380_91161,test,6
2060068,151416801_85517236227_660473,test,6
3423515,936842657_41377367597_916955,test,6
5956524,791984627_50194481153_472240,control,6
664982,35348123_41069171897_153493,test,6
1271716,50327338_35168145444_765301,test,6
4650340,759506218_11653728740_288091,control,6
4615840,923632967_34034704580_791480,control,6
4985865,580871177_62833033156_645271,control,6
6521938,575962070_14794971422_983731,test,6
9665382,895745013_63795454800_880269,control,6
4233950,758809628_88748418230_262806,control,6
4675494,200512000_89927120236_269597,test,6
6903689,813639126_83472855328_324612,test,6
8339282,503911957_46700887050_84886,control,6
4602770,424520847_72285181658_171916,control,6
4034714,456324782_14921457262_237447,control,6
6749393,188302005_56226318245_862548,test,6
2946761,815636754_43295462468_944240,control,6
9826969,503488923_44194112978_295323,control,6
4876049,541067879_51572535273_477088,test,6
166154,532191040_71019681769_475228,test,6
4164346,425638318_696288286_471795,control,6
5639772,760341026_3196917765_398647,test,6
7041596,614858153_97580606182_773175,control,6
7427161,648438147_10733645035_804996,test,6
1692252,980051319_88520471307_118064,test,6
5814099,172018459_18827529765_193295,control,6
3311163,768656046_76967575727_941967,test,6
6666388,853660331_77625302338_170806,test,6
2946941,655621364_98463744492_329724,test,6
778067,774890217_5286627343_382604,test,6
8488116,150361090_35917376856_872780,control,6
400773,135122425_90376187442_293524,control,6
955207,702662493_21084749686_634112,control,6
8916311,222984723_53236115338_956752,test,6
8255460,365272548_35242061271_636650,control,6
3402183,473613099_76273116984_59821,test,6
6487258,442293312_84651818374_725423,test,6
8706649,951146737_99686172194_924118,test,6
1788956,698699891_54514162106_322512,test,6
1260686,932295823_72860851422_309792,control,6
8864154,172702181_49678675130_862876,test,6
1527518,740085138_11422683434_957193,control,6
8083597,231962605_3102843727_191413,test,6
4366957,924538650_67242369609_493266,control,6
7763256,376884808_36494791867_848368,test,6
6359593,575911856_56997145421_632231,test,6
8191168,360161284_82201565582_905490,test,6
295552,243110578_41318185741_973421,test,6
739415,958196128_97403599929_294918,test,6
5019623,779691653_79782548858_705478,control,6
2168871,579394657_34883547115_267279,test,6
2120274,49756900_64430979072_715069,test,6
8537308,800765318_67906260435_451220,control,6
154809,947204181_83596149715_282162,test,6
8221744,197725929_60457521989_469058,control,6
6723488,947637505_49923734144_77102,test,6
3012770,796673294_69189242255_328674,control,6
1647031,847061619_61633272216_963879,test,6
7803217,821852314_49737658346_636903,test,6
7608880,823880275_80442695846_855105,test,6
5876035,842508642_70379316140_443909,control,6
8633436,789865133_36970976580_286256,test,6
1264596,185377695_59416159616_851755,control,6
9924963,93957586_69100233894_238374,control,6
8280202,764756516_89506199543_569148,test,6
2889903,658176730_74007455973_709774,test,6
9109169,980934326_46891496388_31727,test,6
7779111,961440962_79317238659_668873,control,6
8769667,935638210_37347013462_73663,test,6
2941236,932289912_986498303_34813,test,6
5304104,510227750_57872232195_150475,control,6
4539437,521453695_18331127605_674946,test,6
2909421,298417893_87210855656_578022,control,6
9921981,89144298_99024054380_759946,test,6
4376392,220027992_31239813719_160314,control,6
9597985,816004567_99326498991_876073,test,6
188427,428919986_55782917564_3856,control,6
4089083,127664653_77073917126_758058,control,6
7507623,956692383_1581446097_190607,test,6
2506665,542855387_83824376129_171460,control,6
3518897,249656104_29912210275_718713,test,6
4671186,286025291_2865077949_51026,control,6
8045069,269664915_10296093448_801588,control,6
2230504,85211864_40119947857_691967,control,6
202925,434498101_58588370788_467286,control,6
4244266,334265726_99196132736_264107,control,6
5192961,814665294_23788858935_28841,test,6
3028270,750711893_7644928223_824417,test,6
6100224,650944441_68793446162_829078,test,6
4173840,232458308_63865613736_518709,control,6
4988674,833654398_60573058754_25489,control,6
4010229,114095077_59803304582_283761,test,6
6620552,77619517_92825803952_25918,control,6
3678353,519508037_17542958075_857077,control,6
6976760,180871987_22684404992_245030,test,6
8681155,774844492_72769393162_686273,control,6
7812434,602332836_37010257796_578334,control,6
578735,939992804_11854444330_318439,test,6
7378754,987001600_61378834186_254640,control,6
1391630,990858140_48188059113_346370,control,6
2694432,424419245_65937668979_511337,test,6
7864698,982880838_98937260604_71788,control,6
9964910,245304941_56290687246_189701,test,6
8390524,616136754_69516742151_579053,control,6
2730316,571185526_81055557693_795334,control,6
8526245,728273373_39947201270_224403,control,6
7005269,569306059_88488474869_68227,control,6
7084556,703433129_44024819606_128226,test,6
985481,224280540_78039166123_880399,control,6
7160870,337097426_71148936759_862396,control,6
8680937,579562314_71047346506_670880,test,6
4734537,268537928_24818851962_687182,test,6
460269,862637230_13692718938_95092,test,6
7187992,671363830_39290161199_499642,control,6
2519119,702805857_89266038491_741382,test,6
9279545,771469038_80293032368_978187,control,6
9827995,541169552_61625520903_978392,test,6
2095375,831286606_33643095519_173167,control,6
9256605,870376029_21909174342_23173,test,6
3855497,436234953_39900482143_516285,control,6
3769420,501678165_68843273270_831190,test,6
1153442,357975602_98739851310_110958,test,6
8110402,840010020_15133815982_704378,control,6
2757177,748843754_49918732430_478452,test,6
9282466,554168422_60159574059_16522,control,6
9868222,636020137_92709025668_508667,control,6
2786042,541042431_58632471940_583390,control,6
6921532,626036367_79389900947_910950,control,6
4346273,341510207_47804038972_365500,test,6
6014718,752703874_29721448531_568835,test,6
8205075,427571494_61123620978_92153,test,6
1348365,615905148_77949647978_412799,test,6
7297248,363452881_58892616419_563408,control,6
8469085,647840420_34522470166_710003,control,6
6260538,744188744_96078765053_850015,test,6
6302349,196245334_74500117375_468902,test,6
8458014,46094927_396964970_763210,control,6
708333,846151144_28269967673_695047,test,6
9015448,113266577_6180033811_938815,control,6
3721563,845442409_40096162141_844793,control,6
793692,313504403_47184523629_250981,test,6
5909531,249426864_94269812186_301807,test,6
7819326,335130723_33339355253_482599,test,6
6283606,303588596_42090018246_77362,control,6
7743558,527668876_4697245041_395544,test,6
9248229,490210181_79534838843_698116,test,6
5279608,468498582_36496514964_694469,test,6
3453663,457952904_46347125072_97859,control,6
3522919,454067033_13193493809_438014,test,6
6620356,215882902_93688657971_137790,test,6
8175830,502146041_80646846043_561433,control,6
5104912,26423371_92420091493_270275,test,6
145810,803679393_99131315668_776631,test,6
793199,87316742_52108086035_338931,control,6
2307094,517322854_2158515265_93125,test,6
4381694,224477935_80653606816_581584,test,6
9329761,362357883_70338082333_482138,test,6
2834848,256836111_78315326235_436008,control,6
5531315,830635067_5977927240_558758,control,6
6587114,515102222_82882261479_548236,control,6
1998506,20471406_70936596826_776369,test,6
9043613,592873113_47505573288_388037,test,6
1000353,25815056_49382962398_993535,control,6
6279949,122722429_67928447972_347027,control,6
6270802,107683949_79865283744_48158,test,6
8613329,770241620_86402753577_461279,test,6
9415388,622481946_90366973976_736647,test,6
3722419,853396017_76534917980_552438,control,6
5673133,831447138_95483176118_408052,control,6
3412278,944414541_86511637540_111211,test,6
7839413,8881604_48976950487_303988,test,6
1537156,84802109_8921509442_990642,control,6
6473315,389971423_87971805483_759959,test,6
7467039,702985523_10551183685_803955,control,6
262591,794088527_71267227969_339179,control,6
599938,837206091_53544594721_859813,control,6
2647193,111990725_20338997078_145772,test,6
9840562,352782548_55699027735_137106,test,6
8280766,644492076_72087102546_293927,control,6
6286405,138311930_91760478732_775091,test,6
5285771,893911048_99527226785_207635,control,6
2874909,439993087_50838222185_548365,control,6
9825827,766725938_92116446576_609660,control,6
519096,808372511_81761607929_100528,control,6
3424180,96289052_43700980093_537555,test,6
7269851,61807734_22856383577_28605,test,6
8218129,547840664_69883128984_285866,control,6
3050053,57748653_39404258741_193534,test,6
3940300,923529045_88400585567_940002,test,6
3998871,616874815_246785602_645431,test,6
7856088,760773954_6124397433_819342,test,6
7491018,765428911_98590480789_214272,control,6
3988134,420374108_25374646581_69422,control,6
2295997,501510625_63438178559_622083,control,6
5850237,543253897_22044553182_895090,control,6
8273350,602190180_38757744981_288938,control,6
9333375,193400374_37702730745_619274,control,6
4826778,141187245_46239810198_4920,control,6
2712496,974864405_17711565623_543872,control,6
8545681,340706403_44805681853_539918,test,6
6436049,263722025_8187394607_346979,control,6
9436140,950388067_56009833395_300936,test,6
1354520,898190847_34818127742_398390,test,6
5082039,349731127_88056824622_61187,control,6
3879550,880215877_55633398502_965797,control,6
6912156,587138000_77123433011_391321,control,6
8942888,209433094_78885048620_934821,control,6
8363147,917218107_69345636858_868901,test,6
1221796,392657653_35638972696_41108,test,6
11880,131524079_26572064021_279117,test,6
7602950,482805892_55213192555_365699,test,6
5167876,893658936_69028198023_547754,test,6
3492512,166522451_33908078559_74443,test,6
4494418,876352377_61317741804_349714,test,6
5610470,529319282_25756500491_156902,control,6
8413895,978064347_16695501174_562786,control,6
8666113,156473442_92433413461_86268,control,6
7781142,421134649_31690967499_345780,control,6
7750337,672414228_83463681625_762907,control,6
3389527,910773480_8052496111_339773,control,6
2346767,321484317_44633479858_183434,control,6
2341335,723467533_72107177488_19247,test,6
1661053,831805397_62965771356_841429,control,6
3835929,283718560_37457429155_373974,control,6
2237617,57356057_94106832569_879247,control,6
5604547,349513975_2347803914_589050,control,6
2924134,353643615_76748898644_740138,control,6
2769726,477476433_7753917375_461774,control,6
5382272,696891619_34134569104_705056,control,6
6637243,686191699_60437363463_463431,test,6
7271160,300457190_39910240503_173852,test,6
1348936,121735829_55284434519_340113,test,6
2237790,384666525_11148527935_995405,control,6
531099,392135596_79722824417_604309,control,6
8270123,662346412_88935886739_19697,control,6
8437302,836851364_60638869420_270933,test,6
9377779,696811612_59196032351_340700,control,6
8440209,139527211_47562292997_7774,control,6
5198942,576717234_66962443646_738646,control,6
370067,184317640_98705325742_196131,control,6
3390281,71189446_11476200880_311943,test,6
4862577,133769197_38095160963_106265,test,6
7744299,599106055_71989812232_233714,control,6
7948074,870571793_23597546917_499163,control,6
5358275,886847376_95583946939_622624,test,6
4461753,754262341_67973417187_450212,control,6
1444506,216689181_87079002148_990922,control,6
6936123,624331684_7665244429_908506,control,6
708099,877930734_29880404185_243146,test,6
7556563,621531876_78064962852_926466,control,6
9825808,165049072_84430063942_797976,test,6
2990991,610096301_31336107986_471659,control,6
6332248,223946120_80887063198_961894,control,6
142725,793413343_57031260637_266265,control,6
3023902,906078608_27320423416_474565,test,6
4366051,602689709_65491733331_479378,control,6
1319026,926602697_65912127564_128403,test,6
4400863,993515612_68873905545_419215,test,6
4550308,760816703_56156030808_791943,test,6
9228904,662519624_60054169238_795465,control,6
6534417,197476403_41602083404_284670,control,6
1533053,584962801_26401352346_11753,control,6
6828863,896886736_25091147552_999195,control,6
3495844,480803109_3636697118_888517,test,6
613885,385904159_19688898405_263253,control,6
4609295,6802790_7815129987_838578,test,6
8717040,169233488_6752504061_892694,test,6
3157076,592729049_65415391925_150027,test,6
3750959,780503852_76656762387_837564,control,6
4243487,209101864_38524264986_772141,test,6
9739798,534408241_5599008275_801835,test,6
4469300,144811454_14120506483_57342,test,6
170462,746388439_51391016288_896840,test,6
997642,596191089_86076911772_506907,test,6
2916530,345807450_87465842164_626376,control,6
1503317,273391599_63876058514_680790,control,6
6303898,314408120_12299489887_626779,control,6
1526478,716385319_55541155141_198340,control,6
2892152,444789517_93530657187_644985,test,6
3292582,574485673_60758858829_370513,test,6
1191527,457568803_41411277416_275854,test,6
1974550,849564573_11528442001_602228,test,6
7977329,689022702_94981887812_476767,control,6
3380680,800549410_75772715274_413510,control,6
3770364,712248780_95436783033_545845,test,6
2101802,706862654_63630185789_903626,test,6
9788611,752618839_48284232069_519238,control,6
2010054,556872542_56678985675_465938,control,6
4720406,367485010_94151292002_873143,test,6
1967589,127248694_87029464569_522117,test,6
3676884,21355351_40431262800_416693,test,6
1522892,717109607_31255689719_694360,control,6
4989845,666257826_39772979579_297180,control,6
6305905,877195340_54080711153_385783,control,6
3815246,903008933_96887859858_833939,test,6
8955074,888073353_30322586865_166639,test,6
684181,704223200_74594182158_405900,test,6
921907,923652619_56379118833_727979,control,6
8325554,337161590_49327671915_701883,test,6
6182876,442525421_97858400695_727418,control,6
5471650,616528248_37284416491_839152,test,6
7199098,395813176_97399749391_918110,test,6
2557122,55390_93182040814_896633,test,6
1011862,194242303_9101226551_318425,control,6
2373459,676966394_58429011265_502342,control,6
3471130,647919120_42264394455_661669,test,6
6268778,683242096_85597609555_88655,control,6
5449284,940806862_64172945674_360309,control,6
2942633,53305014_99670512724_913985,control,6
6426294,277448166_10199180249_132848,control,6
4451377,785946821_7731118995_208494,test,6
1625758,719077500_62253258395_765418,test,6
8297741,32987795_42103422088_455244,control,6
1822618,189888057_3460998943_66168,control,6
9423309,151512458_12335242539_768556,test,6
4885728,907582417_72640920671_466582,control,6
4385599,539967406_6093142685_992268,test,6
8095324,431146217_99738249944_950639,test,6
5171644,502540411_29453033336_30382,control,6
42082,829148934_9921404344_147548,control,6
1513845,706705442_97090781676_51380,test,6
6866990,711434315_43537609311_11456,test,6
7066218,224089649_57530649045_717914,test,6
3242197,510718072_75561072323_906035,control,6
7941463,129430965_88454713107_654335,test,6
4530050,375264303_2981806021_550891,test,6
6318967,591443352_43499335755_112761,test,6
8724124,468525567_30892747182_629597,control,6
4055560,355041765_41988699423_308522,control,6
752336,14041464_11058591349_164238,control,6
6711126,882310590_15154492991_733799,control,6
4260890,951567882_31486981590_585583,control,6
7573293,149484833_99303923493_29244,control,6
6313605,139328031_26975073814_993265,test,6
4999406,861929383_79057749304_583906,control,6
7609239,530270720_91397589214_377082,test,6
9114074,228166049_46019777995_790424,control,6
7026629,288117078_63617472544_49090,control,6
4930148,223552769_42533974825_898135,control,6
8843458,21794442_18387450423_554323,test,6
2571853,126026365_11354619123_494245,test,6
9463951,51417209_69007114936_32766,control,6
768381,858193071_26262322128_999461,control,6
5258687,318164441_95546487847_24715,control,6
9018854,292859482_89121597545_889205,control,6
1761728,949349489_25759092340_102046,control,6
6865229,633330700_33084973722_485461,control,6
118358,734241822_95377727928_30604,control,6
4773363,243714507_9626093886_939835,control,6
3695333,107923930_51697880023_129433,control,6
1494303,66113525_55900547758_154552,control,6
7845538,206254667_4924990913_996135,control,6
7039635,976506095_62801161526_928216,test,6
7759679,704696155_22289164955_635052,test,6
7015044,707218572_1069460715_15793,control,6
6104853,734283916_66931943008_220298,control,6
3781653,332817500_85805794369_149565,control,6
8892186,807234229_43070475755_843541,test,6
4629381,636110162_19040994858_893272,control,6
7295005,794418303_19146632294_219338,control,6
8856130,814876699_27520762047_739078,test,6
2840019,632811548_84676499501_510828,control,6
5117624,901891240_68134785455_873576,control,6
1979830,158978839_94559000761_677472,test,6
3864477,719499209_43094728798_223022,control,6
5138803,431878314_30553693305_899171,control,6
2451074,178690314_34850739538_759509,control,6
6316734,965351512_19693568048_746986,control,6
8097308,967310206_10682220787_922472,control,6
8599053,255308433_33919201956_290844,test,6
7525993,28790534_22156057125_469246,control,6
459234,582941175_8439241022_197873,test,6
8782299,610619297_2097851946_276537,control,6
50643,5765693_25724371872_368208,control,6
8860731,842813733_77593224482_156595,test,6
2206163,709794253_13661156060_741295,test,6
1752366,455572702_48157943000_588692,test,6
9464747,112143763_18836466294_340818,test,6
1555809,563914303_815531598_235184,control,6
2622956,226818799_95158480277_382530,test,6
9122308,624540257_54686041348_112241,control,6
2367906,125159452_4808162735_267959,control,6
8763720,868210853_20092200282_932255,control,6
5269959,413130339_58050028520_410545,test,6
9517647,293141897_7108059515_293384,control,6
4938865,265859459_49996065542_349023,test,6
2256413,193566093_63338376727_947841,control,6
6030837,865355982_71098825011_415643,control,6
3836030,966796155_24996482737_827326,control,6
220901,635417407_87211643945_926982,control,6
5732198,811210599_99935137344_196715,control,6
9897300,907643511_74617969846_405289,test,6
1096581,344709874_67873752043_469916,control,6
6932709,514400988_6765710989_620616,test,6
8108600,972479459_13422671782_863590,test,6
9831016,991608096_60141419449_218082,test,6
2575201,576639903_94229682378_940410,test,6
7902372,450163403_64310704340_160016,test,6
4245868,275904146_63101578086_151872,test,6
9361381,137851719_99107042733_555365,test,6
4631863,471505988_88520313420_355891,test,6
6266738,406741279_33017203856_893380,test,6
954023,5150349_46484064363_778786,control,6
7060854,30229542_18749044646_238305,test,6
7355737,653454381_93523464291_246688,test,6
5920002,328904159_78652854869_575685,control,6
3419139,636579974_63893418155_338882,control,6
1584114,536759390_16958519100_907394,test,6
3798962,715259529_3900200578_843553,control,6
1245225,273398360_47228423229_609978,control,6
7002158,63770450_40267608150_451954,test,6
8180590,59242173_29544422018_617056,test,6
2545371,948843195_88246726176_124019,control,6
5403184,213922742_75156313506_484008,test,6
2453264,659439148_96436069521_140946,control,6
8689959,484121920_9401907040_66536,control,6
9551767,296924789_30995404680_928534,test,6
2189393,800820437_61541428864_457267,control,6
7597197,244583133_2029055919_333913,test,6
9646284,334587634_97055912146_541652,test,6
4412635,799846960_60763200239_397504,test,6
3344462,944884105_29594174942_788203,test,6
5119450,561826626_46035699828_979992,test,6
6086964,75967846_72114182706_251753,control,6
7828347,251180936_24450801290_32613,test,6
4800593,411249773_55594296352_56872,test,6
5729750,470524335_83348432952_128480,test,6
3823935,560163667_812142189_905755,control,6
6178546,447925250_52519555217_776505,test,6
8493240,616591803_12581482691_972859,control,6
7917431,24866815_98762849420_583985,test,6
2954633,305717445_74469492620_479363,test,6
5659798,439320450_33310544463_575843,test,6
6954524,592250785_59092020689_136288,control,6
3176701,765993686_10006419396_50616,test,6
5804091,261810151_36977454872_339345,test,6
4387103,973603294_67498998473_961598,control,6
3132172,345497863_43578176694_709506,test,6
1129748,974922467_42594903952_165673,control,6
8614862,514306807_75654543420_358189,control,6
2029999,256795566_92882477228_467239,control,6
4682715,732379946_42147378986_6495,control,6
549848,141110123_75614742870_281424,test,6
5369371,410362326_18409222167_290425,test,6
4786153,612315826_82398457880_430886,control,6
9244878,995808186_41061549856_980353,test,6
3772689,934786817_5321604396_436322,test,6
3604047,134807374_63644072392_623557,control,6
4353847,744284400_20108588567_272960,control,6
7294633,996584985_81802517883_123673,test,6
6551109,526588281_96377553955_863883,control,6
1438075,385350231_689520914_945508,test,6
6201149,763576542_28513194476_678753,test,6
5352731,664164638_23921649854_299733,test,6
6867529,596441052_9501966907_26737,test,6
8810858,517765172_86806067829_819639,control,6
8932323,941277455_61495570136_999961,test,6
4502846,633056667_68236452191_896355,control,6
5478643,672827412_66433165415_98898,test,6
4779184,270406952_89376124659_818182,test,6
2205691,749825789_28589081210_142478,control,6
4313749,179314526_6353793181_57630,test,6
4494169,119991097_18669689168_56147,test,6
1079220,802680575_55378582616_753494,test,6
7192154,3372499_39591582801_427296,test,6
6615698,203792032_92462865352_571248,test,6
1832189,416540608_53804265314_594837,test,6
7942512,321256646_84512090263_814614,control,6
8769366,989001334_1042950452_729561,test,6
4227359,176621589_69588166318_888282,test,6
3939684,433999607_48810842250_565023,control,6
518727,25229787_91602757926_468168,test,6
8302402,98970957_59894851878_744586,control,6
6896289,260612257_96181240503_872769,test,6
6351080,821439343_45978914937_10159,control,6
2727819,812406206_65077245505_898781,test,6
2556428,355489667_69207323501_593556,test,6
5123889,931873218_13687875001_467845,test,6
6021906,259649244_56160372154_714546,control,6
393252,202452063_86686038092_974200,control,6
2396499,265246867_11228794868_849767,control,6
5369787,424777911_98954224184_81314,test,6
8060493,696342676_29669658003_83717,test,6
605940,795666729_52762465187_864723,test,6
6742438,411525073_22390952242_141998,test,6
7826779,336182026_46598842121_577094,test,6
9726076,330916270_70533584503_680342,test,6
4243285,575034588_88097820902_87074,control,6
1914465,383154538_60969930624_367438,test,6
7554368,65041995_77512221849_383340,test,6
1127966,20817874_27341247878_37270,test,6
5299626,694771686_98015821396_485597,test,6
2435906,739928480_15270044936_415777,control,6
1905902,899694613_99826164677_393081,test,6
8142716,14206483_42408654157_353836,test,6
7580525,588622539_4883979565_660225,control,6
134829,990259300_15378792287_620849,control,6
4986769,935140848_65881836644_944472,test,6
1818546,24474868_72741531902_503825,test,6
7701322,174041602_85395733230_879558,test,6
8452711,773496455_55400432549_339469,control,6
8485850,557806612_48047270626_557748,test,6
3122539,373327411_3985874889_864776,control,6
5233866,999654719_28819749453_995640,test,6
9130383,961791060_34600950679_920202,control,6
840320,146469697_59031772726_733507,control,6
1155060,700900354_22715337283_997567,test,6
6122858,185636122_66213139474_407769,control,6
7413409,891890823_86738804300_113142,test,6
7241247,239370782_26130621142_133132,test,6
6345665,782249867_36098167665_821556,test,6
316989,892961605_41724154836_408432,test,6
3247583,660427785_82511076316_542449,test,6
6008625,756073538_49828639963_351024,test,6
8814095,616009168_65536882735_483456,control,6
6899381,955652957_7010245402_736654,test,6
5804539,18331133_75085389597_311839,test,6
871246,432615639_36410096875_652301,control,6
4738528,269094611_85284154410_181537,control,6
1087085,635561007_1233408482_650803,control,6
8885339,794463306_55180480588_420684,control,6
9651925,114108029_90884488662_445410,test,6
127825,642636958_86556534232_448587,test,6
4861358,735106336_61880057901_636803,test,6
5426762,973830518_62801954166_979581,test,6
2577697,696421951_9508564447_553608,test,6
4107185,407159596_75454036565_322253,test,6
5758630,305838376_52904640521_41466,control,6
9588775,310507958_37186275899_737118,control,6
9928840,372366535_55039014970_929343,test,6
7598094,733087561_33602070051_31384,test,6
9069966,562950044_43639415678_666632,test,6
6206976,567968817_17533547456_825941,test,6
9058953,855283954_73853822978_43311,test,6
6072522,623229358_48911346256_244098,control,6
1297334,532374801_25708456023_176424,test,6
9866595,911779758_89789285953_272560,test,6
3791797,740973936_92158081250_221686,test,6
6444715,972504129_61588537444_599187,test,6
690815,879902219_44112277294_965202,test,6
690815,593393037_373879979_895453,test,6
4991965,886385070_10367100284_483793,test,6
1443359,664329073_35843278554_893250,test,6
3809150,913197897_60132849055_899533,control,6
656489,633996387_27590650563_789506,test,6
6586284,953367273_62344672743_223919,control,6
2902628,283550019_37264610477_395879,control,6
1302897,739716125_23361191261_330509,test,6
2426649,968636784_38325946711_707797,control,6
635356,441246045_19415592085_785041,test,6
2922541,556772995_71967149597_960026,test,6
8020669,59422283_22765922725_99962,test,6
746652,535483258_97004122866_605790,test,6
7519549,725104485_46344718892_417602,control,6
2660768,937487595_65935449952_240819,control,6
7254742,548030298_70947798816_399338,control,6
